PacketType,PayloadLen,DeviceID,Timestamp,PacketID,accel,Flags,Battery,CRC,time
2,24,2,7668,90,"[0.0, 0.0, 0.0]",3,0,156,0.538
2,24,1,7669,90,"[0.0, 0.0, 0.0]",3,0,87,0.539
2,24,3,7670,90,"[0.0, 0.0, 0.0]",3,0,192,0.54
2,24,1,7675,91,"[0.0, 0.0, 0.0]",3,0,47,0.545
2,24,3,7676,91,"[0.0, 0.0, 0.0]",3,0,94,0.546
2,24,2,7677,91,"[0.0, 0.0, 0.0]",3,0,203,0.547
2,24,2,7680,92,"[0.0, 0.0, 0.0]",3,0,134,0.55
2,24,3,7681,92,"[0.0, 0.0, 0.0]",3,0,19,0.551
2,24,1,7682,92,"[0.0, 0.0, 0.0]",3,0,132,0.552
2,24,3,7686,93,"[0.0, 0.0, 0.0]",3,0,26,0.556
2,24,1,7687,93,"[0.0, 0.0, 0.0]",3,0,254,0.557
2,24,2,7688,93,"[0.0, 0.0, 0.0]",3,0,107,0.558
2,24,3,7692,94,"[0.0, 0.0, 0.0]",3,0,200,0.562
2,24,1,7693,94,"[0.0, 0.0, 0.0]",3,0,44,0.563
2,24,2,7695,94,"[0.0, 0.0, 0.0]",3,0,46,0.565
2,24,1,7699,95,"[0.0, 0.0, 0.0]",3,0,197,0.569
2,24,2,7700,95,"[0.0, 0.0, 0.0]",3,0,155,0.57
2,24,3,7701,95,"[0.0, 0.0, 0.0]",3,0,14,0.571
2,24,2,7704,96,"[0.0, 0.0, 0.0]",3,0,193,0.574
2,24,1,7705,96,"[0.0, 0.0, 0.0]",3,0,10,0.575
2,24,3,7706,96,"[0.0, 0.0, 0.0]",3,0,157,0.576
2,24,2,7709,97,"[0.0, 0.0, 0.0]",3,0,187,0.579
2,24,3,7710,97,"[0.0, 0.0, 0.0]",3,0,93,0.58
2,24,1,7711,97,"[0.0, 0.0, 0.0]",3,0,185,0.581
2,24,2,7715,98,"[0.0, 0.0, 0.0]",3,0,59,0.585
2,24,1,7716,98,"[0.0, 0.0, 0.0]",3,0,101,0.586
